upstream	0
upstream	1.44928
upstream	0
upstream	1.2987
upstream	0
upstream	0
upstream	1.40845
upstream	0
upstream	1.0989
upstream	3.33333
upstream	0
upstream	1.40845
upstream	1.42857
upstream	0
upstream	0
upstream	0
upstream	0
upstream	5.08475
upstream	0
upstream	1.17647
upstream	1.5873
upstream	0
upstream	0
upstream	0
upstream	0
upstream	0
upstream	0
upstream	0
upstream	2.85714
upstream	0
upstream	0
upstream	0
upstream	1.44928
upstream	0
upstream	0
upstream	0
upstream	0
upstream	0
upstream	0
upstream	2.63158
upstream	2.85714
upstream	0
upstream	0
upstream	1.36986
upstream	0
upstream	1.2987
upstream	1.53846
upstream	0
upstream	0
upstream	1.49254
upstream	0
upstream	0
upstream	0
upstream	0
upstream	1.23457
upstream	0
upstream	0
upstream	3.44828
upstream	0
upstream	1.28205
upstream	1.66667
upstream	0
upstream	0
upstream	0
upstream	0
upstream	0
upstream	0
upstream	0
upstream	0
upstream	1.66667
upstream	3.0303
upstream	0
upstream	1.47059
upstream	0
upstream	1.33333
upstream	0
upstream	0
upstream	1.75439
upstream	0
upstream	0
upstream	0
upstream	0
upstream	0
upstream	0
upstream	0
upstream	0
upstream	0
upstream	1.42857
upstream	1.19048
upstream	3.125
upstream	0
upstream	1.66667
upstream	0
upstream	1.66667
upstream	0
upstream	0
upstream	0
upstream	0
upstream	0
upstream	0
upstream	2.98507
upstream	0
upstream	0
upstream	0
upstream	3.77358
upstream	1.49254
upstream	1.47059
upstream	0
upstream	0
upstream	3.125
upstream	0
upstream	3.33333
upstream	1.49254
upstream	1.49254
upstream	0
upstream	0
upstream	0
upstream	1.23457
upstream	0
upstream	0
upstream	0
upstream	0
upstream	1.35135
upstream	1.17647
upstream	1.28205
upstream	0
upstream	0
upstream	0
upstream	1.11111
upstream	1.17647
upstream	0
upstream	0
upstream	0
upstream	1.38889
upstream	2.66667
upstream	0
upstream	0
upstream	0
upstream	0
upstream	1.51515
upstream	1.49254
upstream	0
upstream	1.25
upstream	0
upstream	0
upstream	0
upstream	0
upstream	3.1746
upstream	3.125
upstream	1.38889
upstream	0
upstream	1.49254
upstream	5.08475
upstream	0
upstream	0
upstream	0
upstream	0
upstream	1.72414
upstream	0
upstream	0
upstream	0
upstream	0
upstream	0
upstream	0
upstream	0
upstream	1.44928
upstream	0
upstream	2.98507
upstream	1.2987
upstream	0
upstream	1.5625
upstream	1.40845
upstream	4.22535
upstream	0
upstream	0
upstream	1.47059
upstream	0
upstream	1.23457
upstream	1.1236
upstream	1.42857
upstream	0
upstream	0
upstream	0
upstream	1.42857
upstream	1.49254
upstream	2.8169
upstream	0
upstream	0
upstream	0
upstream	0
upstream	1.21951
upstream	0
upstream	3.44828
upstream	0
upstream	1.33333
upstream	0
upstream	0
upstream	1.23457
upstream	0
upstream	0
upstream	2.40964
upstream	0
upstream	0
upstream	0
upstream	0
upstream	0
upstream	0
upstream	0
upstream	1.35135
upstream	0
upstream	0
upstream	0
upstream	1.28205
upstream	0
upstream	0
upstream	2.85714
upstream	0
upstream	0
upstream	0
upstream	0
upstream	0
upstream	1.53846
upstream	0
upstream	0
upstream	1.40845
upstream	1.47059
upstream	0
upstream	1.40845
upstream	0
upstream	2.85714
upstream	1.25
upstream	1.36986
upstream	0
upstream	1.47059
upstream	0
upstream	3.22581
upstream	0
upstream	2.89855
upstream	0
upstream	3.38983
upstream	0
upstream	1.38889
upstream	0
upstream	2.5641
upstream	2.38095
upstream	0
upstream	1.6129
upstream	0
upstream	1.38889
upstream	0
upstream	0
upstream	0
upstream	0
upstream	3.0303
upstream	0
upstream	0
upstream	0
upstream	0
upstream	0
upstream	0
upstream	0
upstream	1.25
upstream	1.6129
upstream	0
upstream	1.66667
upstream	0
upstream	0
upstream	0
upstream	1.53846
upstream	0
upstream	0
upstream	1.47059
upstream	0
upstream	0
upstream	0
upstream	0
upstream	0
upstream	0
upstream	0
upstream	0
upstream	1.42857
upstream	0
upstream	0
upstream	1.53846
upstream	0
upstream	0
upstream	1.2987
upstream	0
upstream	1.44928
upstream	0
upstream	1.42857
upstream	0
upstream	0
upstream	0
upstream	0
upstream	0
upstream	1.47059
upstream	1.66667
upstream	1.44928
upstream	0
upstream	0
upstream	0
upstream	0
upstream	0
upstream	1.53846
upstream	0
upstream	1.5625
upstream	0
upstream	0
upstream	0
upstream	0
upstream	3.50877
upstream	1.5625
upstream	0
upstream	0
upstream	0
upstream	1.53846
upstream	1.35135
upstream	1.5873
upstream	1.31579
upstream	0
upstream	0
upstream	0
upstream	1.51515
upstream	0
upstream	0
upstream	0
