0.0144607	0.0109549	0.00720504	0.0146199	0.0106529	0.00711825	0.00734379	0.00976209	0.0200191	0.00386746	0.00600761	0.0129013	0.0124557	0.0112017	0.0117961
0.00489901	0.00372055	0.00190133	0.00475146	0.00435281	0.00287026	0.00398307	0.00329713	0.00421454	0.00114979	0.00140178	0.00363607	0.00230966	0.00282762	0.00479219
0.00911044	0.00723439	0.00270189	0.00804094	0.010882	0.00658247	0.00497884	0.00724076	0.0131955	0.0024041	0.0030038	0.00861883	0.00725893	0.00467645	0.0104445
0.00715514	0.00764779	0.00390273	0.00511696	0.00515464	0.00386529	0.00485437	0.00452547	0.0109879	0.00459914	0.00447233	0.00570998	0.00965108	0.00467645	0.00503794
0.0054147	0.00434064	0.00320224	0.00621345	0.00320733	0.00262151	0.00348519	0.00465477	0.00722493	0.00250862	0.0056071	0.00651799	0.00280459	0.00369766	0.00516081
0.00348088	0.00372055	0.00230161	0.00670078	0.00252005	0.00154994	0.00261389	0.00265063	0.00296021	0.0024041	0.0026033	0.00398621	0.00173224	0.00261011	0.00491506
0.00376021	0.00485738	0.00220154	0.00609162	0.00309278	0.00279372	0.00522778	0.00323248	0.00622146	0.00324031	0.00313731	0.00522517	0.00280459	0.0023926	0.00666605
0.00358831	0.00413394	0.00230161	0.00609162	0.00286369	0.00176043	0.00273836	0.00303853	0.00481662	0.00188147	0.00166878	0.00471342	0.00288707	0.0021751	0.00451571
0.00337344	0.00330715	0.0010007	0.0041423	0.00194731	0.00177956	0.00224048	0.00226274	0.00602077	0.000731682	0.00226954	0.00393234	0.00305205	0.00250136	0.00261113
0.00171895	0.00186027	0.00060042	0.00194932	0.00091638	0.000727134	0.000622355	0.00103439	0.00125433	0.00052263	0.000867766	0.0018315	0.000824878	0.0011963	0.00132092
0.0029437	0.00186027	0.00120084	0.00292398	0.00229095	0.00197091	0.00199154	0.00200414	0.00421454	0.000836208	0.00180228	0.00331286	0.00288707	0.0023926	0.00261113
0.00240653	0.00175692	0.00180126	0.00292398	0.000801833	0.000841944	0.00236495	0.00155159	0.00316091	0.000731682	0.00180228	0.0017507	0.00247463	0.00130506	0.00175099
0.00461968	0.00516742	0.00320224	0.00670078	0.00320733	0.00350172	0.0038586	0.00329713	0.00983393	0.00324031	0.00440558	0.00654493	0.00503176	0.00565525	0.0064203
0.00199828	0.00186027	0.00110077	0.00280214	0.00183276	0.0010333	0.00124471	0.00135764	0.00296021	0.000940734	0.00173553	0.00328593	0.00140229	0.00195759	0.00264185
0.00268586	0.0036172	0.0020014	0.0045078	0.00183276	0.00206659	0.00311177	0.00310318	0.0067232	0.000731682	0.0030038	0.00492889	0.00263961	0.00271887	0.00377845
0.00427589	0.00372055	0.00260182	0.00523879	0.00194731	0.00221967	0.00360966	0.00374968	0.00576991	0.0028222	0.00400507	0.00474036	0.00313454	0.00271887	0.00451571
0.0148689	0.0162257	0.0149104	0.0163255	0.0103093	0.00641026	0.0168036	0.0135764	0.0121419	0.0154698	0.0165543	0.0140056	0.0147653	0.0178358	0.0155746
