0.0180802	0.0256427	0.0158699	0.0183721
0.0072904	0.00539846	0.00447272	0.00340674
0.0167193	0.0169023	0.010602	0.0107069
0.00981774	0.0140746	0.00702382	0.0142353
0.00665857	0.0092545	0.00801776	0.00413676
0.00393682	0.00379177	0.00490342	0.00255506
0.00709599	0.00796915	0.00642746	0.00413676
0.00447145	0.00616967	0.00579797	0.00425843
0.00452005	0.00771208	0.00483716	0.00450176
0.0018469	0.00160668	0.00225292	0.00121669
0.00500608	0.00539846	0.00407514	0.00425843
0.00213852	0.00404884	0.00215353	0.00365008
0.00889429	0.0125964	0.00805089	0.00742183
0.00262454	0.00379177	0.00404201	0.00206838
0.00524909	0.00861183	0.00606302	0.00389342
0.00563791	0.00739075	0.0058311	0.00462343
0.0162819	0.0155527	0.0172282	0.0217788
0.0175456	0.0120823	0.0177252	0.0189804
0.0130741	0.0124036	0.0157705	0.0110719
0.0316889	0.0305913	0.0326011	0.0392992
0.01113	0.0096401	0.0140145	0.0141136
0.014192	0.0102185	0.0145115	0.0121669
0.0134143	0.0144602	0.0173939	0.0135053
0.0308627	0.0248072	0.0374383	0.0356491
0.00981774	0.0113753	0.00788523	0.00973354
0.0108384	0.00957584	0.00851473	0.00863852
0.00792224	0.0116324	0.00887917	0.00876019
0.015164	0.0147172	0.0123248	0.013262
0.0230863	0.0215296	0.0274989	0.0246989
0.026294	0.0167738	0.0309777	0.0194671
0.0159417	0.0138817	0.0220654	0.0130186
0.0550668	0.0385604	0.0644071	0.0553595
0.00962333	0.0134319	0.0113309	0.0114369
0.00442284	0.00552699	0.00709008	0.00498844
0.00495747	0.00861183	0.00851473	0.00486677
0.0102552	0.0134961	0.0117616	0.0194671
0.0054435	0.00597686	0.00755392	0.00511011
0.00515188	0.00488432	0.00695756	0.00340674
0.00656136	0.00700514	0.00937614	0.00608347
0.00680437	0.00655527	0.00828281	0.00644847
0.00505468	0.00694087	0.00646059	0.00486677
0.00374241	0.00411311	0.00460524	0.00365008
0.00447145	0.006491	0.00649372	0.00401509
0.00622114	0.0061054	0.00596362	0.00681348
0.01113	0.0129177	0.0103038	0.00997688
0.00413123	0.00488432	0.00616241	0.00377175
0.00558931	0.00604113	0.00599675	0.00438009
0.00967193	0.0090617	0.0108008	0.0107069
0.0132199	0.017545	0.0188848	0.014357
0.010887	0.0098329	0.0143458	0.0107069
0.00257594	0.00250643	0.0031806	0.00279839
0.00758202	0.0115039	0.0123911	0.00961187
0.0136574	0.0140103	0.0173608	0.0186154
0.0126367	0.00970437	0.0136501	0.00815184
0.00228433	0.00231362	0.00331312	0.00365008
0.0107898	0.0116324	0.011861	0.0116803
0.00874848	0.00880463	0.0115959	0.0079085
0.00938032	0.00719794	0.0121923	0.00559679
0.00160389	0.00192802	0.00261737	0.0015817
0.00680437	0.00739075	0.00801776	0.00717849
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0.0109356	0.0131748	0.0103369	0.00924687
0.00641555	0.00636247	0.00619554	0.00328507
0.00208991	0.00571979	0.00182222	0.00194671
0.0110328	0.0113111	0.0084816	0.00900353
0.0118591	0.0124036	0.0104363	0.0079085
0.00816525	0.0109897	0.00974058	0.00888186
0.00918591	0.0167095	0.00470464	0.00717849
0.0156015	0.012982	0.0128218	0.0118019
0.00403402	0.00475578	0.00473777	0.00425843
0.00452005	0.00559126	0.00506908	0.00535345
0.00136087	0.00186375	0.00135838	0.00109502
0.00738761	0.00681234	0.00470464	0.00389342
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0.0304739	0.0253856	0.0241195	0.0274973
0.0162819	0.0126607	0.0148428	0.016547
0.0198785	0.0379177	0.0147765	0.0302957
0.0200243	0.019473	0.019448	0.0211705
0.0395626	0.0239717	0.0247822	0.0315123
0.0235237	0.0164524	0.0205414	0.0278623
0.0195383	0.0269923	0.0109002	0.0216571
0.0353827	0.0262211	0.028029	0.0344324
0.0236209	0.0156812	0.0164994	0.0193454
0.0191981	0.0122751	0.0134513	0.0244555
0.014435	0.0264139	0.0099725	0.0232388
0.0197813	0.0133033	0.0155054	0.0233605
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
