0.00711825	0.0200191	0.0129013	0.0124557
0.00287026	0.00421454	0.00363607	0.00230966
0.00658247	0.0131955	0.00861883	0.00725893
0.00386529	0.0109879	0.00570998	0.00965108
0.00262151	0.00722493	0.00651799	0.00280459
0.00154994	0.00296021	0.00398621	0.00173224
0.00279372	0.00622146	0.00522517	0.00280459
0.00176043	0.00481662	0.00471342	0.00288707
0.00177956	0.00602077	0.00393234	0.00305205
0.000727134	0.00125433	0.0018315	0.000824878
0.00197091	0.00421454	0.00331286	0.00288707
0.000841944	0.00316091	0.0017507	0.00247463
0.00350172	0.00983393	0.00654493	0.00503176
0.0010333	0.00296021	0.00328593	0.00140229
0.00206659	0.0067232	0.00492889	0.00263961
0.00221967	0.00576991	0.00474036	0.00313454
0.00641026	0.0121419	0.0140056	0.0147653
0.00690777	0.00943254	0.0144096	0.0128681
0.00514734	0.00968341	0.0128205	0.00750639
0.0124761	0.0238824	0.0265029	0.0266436
0.00438194	0.00752596	0.011393	0.00956859
0.00558745	0.00797752	0.011797	0.00824878
0.00528129	0.0112889	0.0141403	0.00915615
0.0121508	0.0193668	0.0304353	0.0241689
0.00386529	0.00888064	0.00641026	0.00659903
0.00426713	0.00747579	0.006922	0.00585664
0.00311902	0.00908133	0.00721827	0.00593912
0.00597015	0.0114896	0.0100194	0.00899117
0.00908917	0.016808	0.0223551	0.016745
0.0103521	0.0130952	0.0251832	0.0131981
0.00627631	0.0108374	0.0179379	0.0088262
0.0216801	0.0301039	0.0523594	0.037532
0.00378875	0.0104862	0.00921138	0.00775386
0.00174129	0.00431489	0.00576384	0.003382
0.00195178	0.0067232	0.006922	0.00329951
0.0040375	0.0105364	0.00956152	0.0131981
0.00214313	0.0046661	0.00614092	0.00346449
0.00202832	0.00381316	0.00565611	0.00230966
0.00258324	0.00546887	0.00762228	0.00412439
0.00267891	0.00511766	0.00673346	0.00437186
0.00199005	0.00541869	0.0052521	0.00329951
0.0014734	0.00321108	0.00374381	0.00247463
0.00176043	0.00506748	0.00527903	0.0027221
0.00244929	0.00476644	0.00484809	0.00461932
0.00438194	0.0100848	0.00837643	0.006764
0.00162648	0.00381316	0.0050097	0.00255712
0.00220054	0.00471627	0.00487503	0.00296956
0.00380788	0.00707441	0.00878044	0.00725893
0.00520475	0.0136973	0.0153523	0.00973356
0.00428626	0.00767648	0.0116624	0.00725893
0.00101416	0.00195675	0.00258565	0.00189722
0.00298507	0.00898098	0.0100733	0.00651654
0.00537696	0.0109377	0.0141133	0.0126206
0.00497512	0.00757614	0.0110967	0.00552668
0.000899349	0.00180623	0.00269339	0.00247463
0.00424799	0.00908133	0.00964232	0.00791883
0.00344432	0.00687371	0.00942685	0.00536171
0.00369307	0.00561939	0.00991166	0.00379444
0.000631458	0.00150519	0.00212777	0.00107234
0.00267891	0.00576991	0.00651799	0.00486678
0.0199196	0.0150018	0.0151099	0.0178174
0.0102181	0.0114896	0.0147598	0.0117958
0.00162648	0.00165571	0.0019123	0.0020622
0.0133946	0.0160554	0.0152446	0.0151778
0.0043054	0.0102855	0.00840336	0.00626908
0.00252583	0.00496714	0.00503663	0.00222717
0.000822809	0.00446541	0.00148136	0.00131981
0.00434367	0.00883047	0.00689507	0.0061041
0.00466896	0.00968341	0.00848416	0.00536171
0.0032147	0.0085796	0.00791855	0.00602161
0.00361653	0.013045	0.00382461	0.00486678
0.00614237	0.010135	0.0104234	0.00800132
0.00158821	0.00371281	0.00385154	0.00288707
0.00177956	0.00436506	0.00412088	0.00362946
0.000535783	0.00145502	0.00110429	0.00074239
0.00290853	0.00531835	0.00382461	0.00263961
0.0808075	0.0186142	0.0172377	0.0386868
0.0178913	0.0103357	0.0085111	0.0112183
0.0043628	0.00622146	0.00255872	0.00148478
0.0963643	0.0219758	0.017507	0.0419038
0.0119977	0.0198184	0.0196078	0.0186423
0.00641026	0.0098841	0.0120664	0.0112183
0.00782625	0.0296021	0.0120125	0.0205395
0.00788366	0.0152024	0.0158102	0.0143529
0.015576	0.0187146	0.0201465	0.0213643
0.00926139	0.0128443	0.016699	0.0188897
0.00769231	0.0210727	0.00886124	0.0146828
0.0139303	0.0204706	0.022786	0.0233441
0.00929966	0.0122422	0.0134131	0.0131156
0.00755836	0.00958306	0.0109351	0.0165801
0.00568312	0.0206211	0.00810709	0.0157552
0.00778798	0.0103858	0.012605	0.0158377
0.191829	0.0465105	0.03259	0.0852924
0.0420972	0.0230295	0.0194732	0.0276334
0.023938	0.0165571	0.00778388	0.0179823
0.103846	0.0318599	0.0343676	0.0509775
