Sample	-inf	-inf	-inf	-inf	-inf
DO10839	0.248865	0.234365	0.0594735	0.033453	-0.33845
DO10840	0.338174	0.243971	0.0182596	-0.134163	-0.295875
DO10841	0.339607	0.275865	-0.0758586	0.0806766	-0.441064
DO10843	0.341188	0.114535	-0.0125368	-0.043503	-0.342751
DO10844	0.138118	0.468547	0.0732415	-0.0624126	-0.516633
DO10858	0.296502	0.267583	0.0880457	-0.0983551	-0.397143
DO50306	0.364297	0.0753557	-0.00669142	0.0143844	-0.349206
DO50307	0.296851	0.28888	-0.0780268	0.0104126	-0.474428
DO50309	0.164366	0.081105	-0.0673634	-0.0256071	-0.286067
DO50311	0.345812	0.277894	0.0103269	-0.0153854	-0.191045
DO50314	0.241881	0.156741	0.0429423	-0.0733418	-0.290537
DO50315	0.340486	0.205014	-0.0436245	-0.203597	-0.398477
DO50316	0.424444	0.247287	0.0650856	-0.0899049	-0.29421
DO50318	0.250954	0.091373	0.154317	0.101197	-0.230677
DO50319	0.372717	0.226787	0.0995864	-0.138301	-0.275682
DO50320	0.467313	0.337287	0.11086	-0.0997302	-0.376904
DO50321	0.252242	0.300054	-0.144458	-0.209708	-0.169627
DO50323	0.201806	0.170496	-0.0119015	-0.0318905	-0.291344
DO50325	0.315296	0.242157	0.135329	-0.0162042	-0.259055
DO50326	0.384976	0.306111	0.064753	-0.0671988	-0.396842
DO50327	0.475483	0.115486	0.0443374	-0.0517803	-0.324438
DO50328	0.201793	0.183158	-0.0797125	-0.087204	-0.22118
DO50329	0.33526	0.126454	0.0952751	0.0179716	-0.18924
DO50330	0.561591	0.263616	0.0171447	-0.153438	-0.528864
DO50331	0.339703	0.350137	-0.0829142	-0.0205987	-0.250916
DO50332	0.241905	0.0538333	-0.0311975	0.0137538	-0.30064
DO50334	0.364873	0.251022	0.0765414	0.0473241	-0.292068
DO50336	0.42193	0.00528245	0.137623	-0.118159	-0.305328
DO50337	0.327071	0.0592336	0.0621971	0.0242104	-0.280726
DO50338	0.201901	0.192337	-0.0169743	-0.0380283	-0.352573
DO50339	0.374485	0.219998	-0.0585677	-0.157336	-0.559476
DO50340	0.420711	0.199643	0.219071	-0.0748679	-0.319742
DO50341	0.280075	0.253421	-0.0701712	-0.0718349	-0.175142
DO50342	0.290677	0.12419	-0.0890126	-0.0893702	-0.251794
DO50343	0.491744	0.172261	0.0757597	-0.167064	-0.453696
DO50345	0.393958	0.306254	-0.0517683	-0.118992	-0.436624
DO50346	0.390454	0.193378	-0.0187779	-0.0376551	-0.329998
DO50348	0.313414	0.251135	0.0196595	-0.0364324	-0.243859
DO50349	0.381058	0.330269	0.0496076	-0.0736786	-0.3572
DO50350	0.45052	0.115461	-0.221048	0.00201808	-0.385912
DO50354	0.32437	0.236825	-0.222116	0.0288549	-0.280685
DO50355	0.292199	0.400958	0.0371986	-0.289326	-0.566985
DO50356	-0.526069	-0.545968	0.0218044	-1.35614	-0.119909
DO50357	0.441203	0.290561	-0.0714576	-0.102713	-0.611233
DO50362	0.265233	0.328794	0.113166	-0.16567	-0.35299
DO50364	0.35125	0.266463	0.125367	-0.0976108	-0.0914625
DO50365	0.275871	0.0452551	0.00948686	-0.1045	-0.314959
DO50367	0.280824	0.256441	0.0923569	-0.234328	-0.401481
DO50370	0.152003	0.139453	0.0236364	0.14981	-0.255483
DO50372	-0.0122532	0.100338	0.0194056	0.10699	-0.234209
DO50374	0.181864	0.177087	-0.00444259	-0.017507	-0.0965992
DO50381	0.291182	0.441967	0.0391277	-0.00693491	-0.3082
DO50382	0.327348	0.15734	-0.0850449	0.0383093	-0.147397
DO50383	0.363529	0.268184	-0.096159	-0.0799651	-0.296492
DO50384	0.344431	0.17542	-0.0724665	-0.0965774	-0.28223
DO50385	0.299707	0.164525	0.0417803	-0.188947	-0.278626
DO50387	0.107297	0.152566	-0.0048136	-0.10175	-0.238045
DO50388	0.393911	0.180601	-0.0831124	-0.106184	-0.140851
DO50389	0.415839	0.282339	0.0145335	-0.179266	-0.312467
DO50390	0.437709	0.375686	-0.0753556	-0.0674372	-0.367682
DO50392	0.203922	0.264324	0.0618871	0.0219716	-0.215476
DO50393	0.451045	0.185502	-0.062712	-0.0181643	-0.334777
DO50395	0.770964	0.164281	-0.171906	-0.0446439	-0.71839
DO50396	0.569873	0.201968	0.0508143	-0.104669	-0.369117
DO50398	0.310548	0.189474	-0.0914957	-0.0440169	-0.303846
DO50399	0.525859	0.308608	0.0416051	0.0201732	-0.575374
DO50401	0.455812	0.270971	0.0283508	-0.0168515	-0.311136
DO50402	0.214905	0.352035	0.0907534	-0.0483903	-0.314489
DO50403	0.41551	0.130716	-0.0557311	-0.0213971	-0.204904
DO50405	0.400571	0.261026	0.109478	0.132245	-0.602842
DO50406	0.295902	0.300321	-0.0273881	-0.11448	-0.441591
DO50407	0.482451	0.202687	0.0450759	-0.0600303	-0.324296
DO50408	0.298995	0.309803	-0.0701921	-0.164064	-0.247933
DO50409	0.473562	0.365966	-0.0820999	0.080925	-0.35627
DO50410	0.385161	0.191485	0.155043	0.131569	-0.30216
DO50411	0.477757	0.243628	-0.0682058	0.025091	-0.360273
DO50412	0.39915	0.168068	-0.000649299	0.0877334	-0.410485
DO50434	0.334783	0.35955	-0.155202	-0.209846	-0.344488
DO50435	0.356698	0.275404	-0.274794	-0.101785	-0.192162
DO50436	0.341518	0.243395	0.153729	-0.121947	-0.467569
DO50437	0.273477	0.0786638	-0.0444353	-0.0643877	-0.140924
DO50438	0.340662	0.226436	0.12291	-0.0702421	-0.0783635
DO50439	0.0835557	0.202816	-0.00315036	-0.0942649	-0.240784
DO50440	0.405451	0.169857	0.0443809	0.0694778	-0.289405
DO50441	0.357731	0.131948	0.114105	-0.0485114	-0.199738
DO50442	0.331656	0.215013	0.135661	-0.147735	-0.390149
DO50443	0.377543	0.140697	-0.0316574	-0.242256	-0.390552
DO50444	0.38632	0.227554	0.138762	-0.121835	-0.377995
DO50445	0.101435	0.311281	0.0162639	-0.184927	-0.367935
DO50446	0.473271	0.39359	-0.0535374	-0.231134	-0.380759
DO50447	0.462888	0.263809	0.117568	0.0464303	-0.33142
DO50448	0.285382	0.219345	0.0747033	-0.0951655	-0.208882
DO50449	0.0970586	0.208086	0.0863987	-0.0299744	-0.174806
DO50450	0.197348	0.0642487	0.00770105	-0.0961557	-0.241759
DO50451	0.3582	0.300459	-0.0181018	-0.148264	-0.500253
DO50452	0.500017	0.291352	0.0588195	-0.122377	-0.422512
DO50453	0.275914	0.274017	-0.0791982	-0.0696622	-0.181839
DO50454	0.296427	0.148984	0.0110357	-0.113064	-0.261727
