Sample	-inf	-inf	-inf	-inf	-inf
DO10839	0.325422	0.403061	0.187015	-0.285793	-1.51311
DO10840	0.474629	0.310731	0.0734931	-0.329774	-1.34121
DO10841	0.446549	0.429293	0.0528667	-0.514743	-1.56825
DO10843	0.118777	0.0193653	0.0245849	-0.784504	-0.085198
DO10844	0.416496	0.107086	0.142958	-0.426975	-0.944044
DO10858	0.503854	0.460707	0.0934005	-0.460982	-1.65151
DO50306	0.421426	0.40819	0.00450112	-0.392266	-1.30005
DO50307	0.48509	0.40578	0.0893056	-0.529466	-1.49852
DO50309	0.070209	0.384496	0.004745	-0.130022	-0.385891
DO50311	0.423003	0.41177	0.0627154	-0.311804	-1.06114
DO50314	0.325961	0.36167	0.0940939	-0.182508	-1.1171
DO50315	0.391366	0.403255	0.121603	-0.401557	-1.55325
DO50316	0.461846	0.341787	0.0690137	-0.417477	-1.66982
DO50318	0.526308	0.316489	0.10891	-0.47724	-1.59628
DO50319	0.238113	0.207966	0.11792	-0.116347	-0.716378
DO50320	0.522798	0.379971	0.119165	-0.466045	-1.65882
DO50321	0.378187	0.359454	-0.164629	-0.163304	-1.04562
DO50323	0.230063	0.290489	0.0432633	-0.147513	-0.901104
DO50325	0.424879	0.444785	0.215518	-0.376462	-1.61263
DO50326	0.42785	0.411207	0.101765	-0.381883	-1.43442
DO50327	0.455932	0.292437	0.0540586	-0.614837	-1.56126
DO50328	0.324492	0.420804	0.0631483	-0.270859	-1.1449
DO50329	0.375909	0.34569	0.0681469	-0.493631	-1.71541
DO50330	0.362771	0.332364	-0.00290483	-0.314251	-1.30354
DO50331	0.377936	0.429373	0.0605644	-0.142717	-0.676342
DO50332	0.348029	0.319388	0.0789211	-0.400466	-1.2726
DO50334	0.408742	0.356731	-0.061093	-0.313614	-0.647757
DO50336	0.204649	0.259535	-0.0984804	-0.498088	-0.839723
DO50337	0.52024	0.38834	-0.130339	-0.4097	-1.24489
DO50338	0.402391	0.433315	-0.0463383	-0.585833	-1.56543
DO50339	0.349829	0.315236	0.0528199	-0.375261	-1.42751
DO50340	0.546119	0.301359	0.184274	-0.194481	-1.30376
DO50341	0.537765	0.526797	0.0308772	-0.373826	-1.29067
DO50342	0.455822	0.437857	0.114411	-0.287083	-1.49697
DO50343	0.360496	0.343637	-0.028408	-0.264139	-1.16286
DO50345	0.456228	0.392061	0.155124	-0.363301	-1.33188
DO50346	0.446998	0.438582	0.095455	-0.417698	-1.48587
DO50348	0.465639	0.456879	0.163542	-0.415227	-1.33214
DO50349	0.340978	0.419431	0.147316	-0.218998	-0.680356
DO50350	0.581671	0.371044	0.0464625	-0.433052	-1.42411
DO50354	0.344877	0.121217	-0.047073	0.237621	-1.42888
DO50355	0.320641	0.399587	0.101673	-0.440566	-1.62808
DO50356	0.666576	-inf	-inf	-inf	2.55639
DO50357	0.470735	0.28831	0.0700218	-0.324258	-1.78653
DO50362	0.47997	0.310845	-0.00416827	-0.468612	-1.27395
DO50364	0.456196	0.313969	0.0827383	-0.247446	-1.274
DO50365	0.309826	0.227088	0.0467397	-0.347554	-1.31099
DO50367	0.106969	-0.19095	0.138328	-0.23634	-0.268178
DO50370	0.31141	0.186107	-0.0637256	-0.781943	-0.765035
DO50372	0.528471	0.259532	0.0228731	-0.42537	-1.31371
DO50374	0.400711	0.325133	0.122543	-0.24827	-1.28499
DO50381	0.317503	0.543443	-0.00402771	-0.456567	-1.00309
DO50382	0.271778	0.21201	0.105464	-0.520361	-0.502777
DO50383	0.326364	0.57871	-0.0249093	-0.386162	-1.37643
DO50384	0.494808	0.417574	0.0928696	-0.473061	-1.67436
DO50385	0.458341	0.334882	0.123477	-0.287547	-1.49857
DO50387	0.350922	0.380277	0.123157	-0.404992	-1.46745
DO50388	0.451677	0.445541	0.0627453	-0.462722	-1.49021
DO50389	0.409	0.383939	0.0555845	-0.287428	-1.44422
DO50390	0.0505688	0.318726	0.381434	-0.165718	-0.345302
DO50392	0.272443	0.20354	-0.164835	-0.408465	-0.734845
DO50393	0.324647	0.308089	0.153164	-0.324682	-1.01004
DO50395	0.359716	-0.202888	0.0378321	-0.38773	-1.59837
DO50396	0.504875	0.342098	0.00628332	-0.166296	-1.14867
DO50398	0.380048	0.34704	0.035746	-0.481887	-1.61245
DO50399	0.159657	-0.0377727	0.161932	-0.175485	-0.718307
DO50401	0.393257	0.259757	0.270468	-0.445577	-1.19628
DO50402	0.347174	0.537805	0.218556	-0.0649606	-0.887736
DO50403	0.307752	0.307002	0.180452	-0.0880926	-0.887813
DO50405	0.371576	0.23285	-0.0416944	-0.643826	-1.33927
DO50406	0.418314	0.427369	0.0597589	-0.400937	-1.55637
DO50407	0.462595	0.391957	0.0953898	-0.36555	-1.32376
DO50408	0.496276	0.355719	0.0800879	-0.343568	-1.42294
DO50409	0.411195	0.284593	0.160198	-0.222234	-0.782933
DO50410	0.29285	0.440782	0.205314	-0.351693	-1.1419
DO50411	0.444135	0.513032	0.159061	-0.367483	-1.41218
DO50412	0.47183	0.336601	-0.0473057	-0.361768	-1.28235
DO50434	0.315251	0.422538	0.237297	-0.156455	-1.08262
DO50435	0.377728	0.341656	0.124157	-0.38328	-1.1697
DO50436	0.394823	0.201035	0.0264552	-0.226443	-1.41905
DO50437	0.259211	0.400705	0.0999306	-0.262846	-1.35444
DO50438	0.359692	0.378091	0.182583	-0.248058	-1.16985
DO50439	0.274165	0.471547	0.0559782	-0.284869	-1.19414
DO50440	0.428778	0.341984	0.0367827	-0.353069	-1.3334
DO50441	0.464213	0.385331	0.0958555	-0.487532	-1.6952
DO50442	0.412652	0.385234	0.129041	-0.304795	-1.39219
DO50443	0.200913	0.30175	0.276141	-0.402722	-0.663345
DO50444	0.428433	0.475663	0.138369	-0.518111	-1.60017
DO50445	0.193772	0.15436	-0.0510973	-0.507661	-1.25322
DO50446	0.368224	0.317618	0.134108	-0.444755	-1.49645
DO50447	0.404422	0.451987	0.145777	-0.356937	-1.47488
DO50448	0.565132	0.36925	-0.0462455	-0.219689	-1.58111
DO50449	0.447668	0.370349	0.142804	-0.616686	-1.49394
DO50450	0.400038	0.300835	0.124081	-0.274332	-0.996032
DO50451	0.300535	0.366468	0.118767	-0.318513	-1.43826
DO50452	0.482315	0.419643	0.138721	-0.321325	-1.3568
DO50453	0.595614	0.436243	0.0137111	-0.481654	-1.47101
DO50454	0.409026	0.283223	0.0415697	-0.478122	-1.11667
