Sample	-inf	-inf	-inf	-inf	-inf
DO10839	0.218921	0.222512	0.216827	-0.0583218	-0.477003
DO10840	0.21031	0.318956	0.187194	-0.093379	-0.6326
DO10841	0.313195	0.428793	0.0949933	-0.123874	-0.764904
DO10843	0.200164	0.17761	0.0703841	0.0151303	-0.489823
DO10844	0.271887	0.35547	0.210251	-0.100124	-0.870266
DO10858	0.286328	0.257119	0.238407	-0.121424	-0.684795
DO50306	0.240558	0.272742	-0.0230466	-0.0651548	-0.466828
DO50307	0.311741	0.329455	-0.00730425	-0.0228524	-0.762512
DO50309	0.208903	0.235046	-0.0166996	-0.214772	-0.441838
DO50311	0.316921	0.427869	0.212352	0.0514153	-0.781697
DO50314	0.279151	0.187651	0.131805	-0.0765834	-0.586222
DO50315	0.153592	0.336457	0.0751584	-0.226739	-0.620232
DO50316	0.218941	0.341881	0.158809	-0.0600758	-0.461925
DO50318	0.252189	0.292439	0.271287	0.0185799	-0.573257
DO50319	-0.00731647	0.335719	0.186943	0.131952	-0.543799
DO50320	0.364364	0.385396	0.230052	-0.158152	-0.573348
DO50321	0.310161	0.0237066	0.290279	-0.132446	-0.592645
DO50323	0.0655227	0.164002	0.143867	-0.00965503	-0.399778
DO50325	0.217104	0.387376	0.261922	-0.0616498	-0.548568
DO50326	0.232867	0.347733	0.165554	-0.0595209	-0.562388
DO50327	0.284556	0.0650407	0.168933	0.0496249	-0.441408
DO50328	0.115734	0.211174	0.121557	0.0227349	-0.582556
DO50329	0.115415	0.382137	0.139971	0.127379	-0.502568
DO50330	0.207924	0.360188	0.185407	0.00223489	-0.863064
DO50331	0.36573	0.340596	0.0593009	0.000342724	-0.600774
DO50332	0.117381	0.284855	0.177819	-0.140874	-0.578521
DO50334	0.346128	0.427416	0.191744	-0.112379	-0.598169
DO50336	0.326855	0.333352	0.0522092	-0.0903862	-0.648746
DO50337	0.279448	0.301543	0.147852	-0.15752	-0.511271
DO50338	0.195785	0.280602	0.0786393	-0.173727	-0.524625
DO50339	0.164353	0.199275	0.0933034	-0.114891	-0.609954
DO50340	0.266675	0.402531	0.201885	-0.000212928	-0.616534
DO50341	0.252693	0.306788	0.131514	-0.028611	-0.569546
DO50342	0.120294	0.179231	0.180702	-0.0880762	-0.495042
DO50343	0.162719	0.363891	0.208068	-0.0386204	-0.817623
DO50345	0.208009	0.311639	0.175757	-0.128395	-0.660174
DO50346	0.248916	0.195785	0.15526	-0.019878	-0.540132
DO50348	0.0831061	0.250555	0.277619	0.00363101	-0.4584
DO50349	0.131892	0.441342	0.0894684	-0.0408135	-0.47804
DO50350	0.0846325	0.341912	0.191689	-0.128019	-0.695855
DO50354	0.0932582	0.366514	0.185869	-0.135583	-0.552586
DO50355	0.169832	0.232195	0.0895224	-0.0375346	-0.729103
DO50356	0.880091	0.0439433	-1.07724	-1.08406	-1.53107
DO50357	0.335531	0.349506	0.0510139	-0.127309	-0.929752
DO50362	0.293522	0.255476	0.28123	-0.101397	-0.763345
DO50364	0.235828	0.310672	0.253268	0.120192	-0.49055
DO50365	0.1809	0.15267	0.207242	-0.174937	-0.594365
DO50367	0.279546	0.119156	0.0559418	-0.0673415	-0.551935
DO50370	0.0526053	0.356129	0.291307	-0.127875	-0.45459
DO50372	0.269324	0.124488	0.0837008	0.0612786	-0.599878
DO50374	0.135818	0.355945	-0.0316938	0.0316965	-0.320071
DO50381	0.215188	0.349719	0.246795	0.0149801	-0.526728
DO50382	0.128412	0.185295	0.302896	0.0837937	-0.505627
DO50383	0.20489	0.228861	0.23796	-0.130022	-0.53956
DO50384	0.343919	0.315071	0.118585	-0.176872	-0.72093
DO50385	0.282738	0.231957	0.1562	-0.166756	-0.63304
DO50387	-0.0152539	0.160777	0.0526583	-0.010689	-0.332144
DO50388	0.220878	0.315018	0.18184	-0.0976659	-0.482072
DO50389	0.282811	0.218164	0.0897069	0.0323502	-0.560146
DO50390	0.322756	0.24323	0.031485	-0.0928137	-0.364765
DO50392	0.137103	0.342919	0.0975019	-0.0419146	-0.283233
DO50393	0.251315	0.134749	0.121245	-0.0203701	-0.375854
DO50395	0.129635	0.258275	0.228501	-0.16006	-0.587022
DO50396	0.45437	0.185179	0.164704	-0.147847	-0.49717
DO50398	0.204637	0.228649	0.065724	0.00444064	-0.580661
DO50399	0.404991	0.288248	0.132052	-0.0013893	-0.798485
DO50401	0.279997	0.430289	0.269416	-0.03217	-0.759464
DO50402	0.286096	0.46525	0.0632082	-0.0715182	-0.624619
DO50403	0.163548	0.259252	0.156911	-0.0365119	-0.364989
DO50405	0.19729	0.311401	0.246664	-0.169769	-0.432069
DO50406	0.282635	0.376685	0.00781212	-0.0751788	-0.814759
DO50407	0.156088	0.412656	0.0996918	-0.00306154	-0.466993
DO50408	0.226433	0.313444	0.0120784	-0.0649015	-0.492972
DO50409	0.454311	0.368084	0.0492839	0.022448	-0.62515
DO50410	0.374619	0.324981	0.34485	-0.0202636	-0.66716
DO50411	0.330385	0.46764	0.0320697	-0.107744	-0.615727
DO50412	0.215783	0.419434	0.169431	-0.027451	-0.734289
DO50434	0.136119	0.208845	0.101936	-0.0446515	-0.546522
DO50435	0.105454	0.386809	-0.00210089	-0.0623742	-0.485626
DO50436	0.249205	0.272979	0.142779	-0.0235329	-0.700522
DO50437	0.0189329	0.203162	0.177551	0.11606	-0.50334
DO50438	0.277217	0.457329	0.22071	-0.00750031	-0.530241
DO50439	0.13493	0.216112	0.193079	-0.194627	-0.494344
DO50440	0.0800417	0.352006	0.216894	0.106863	-0.510327
DO50441	0.146681	0.303026	0.15675	0.0686402	-0.431822
DO50442	0.143609	0.385094	0.162025	-0.018825	-0.751022
DO50443	0.0764805	0.274917	0.0767289	-0.0792743	-0.631562
DO50444	0.233308	0.385229	0.142931	-0.0810599	-0.615681
DO50445	0.188096	0.104099	0.158994	-0.022291	-0.69929
DO50446	0.144943	0.451075	0.0805814	-0.0936149	-0.565597
DO50447	0.386831	0.340075	0.140605	0.022551	-0.512883
DO50448	0.0972997	0.327365	0.195432	-0.0245872	-0.442194
DO50449	0.101202	0.220992	0.196133	-0.0165869	-0.380684
DO50450	0.0924563	0.173572	0.18522	-0.11218	-0.50667
DO50451	0.310877	0.21604	0.0617976	-0.0514896	-0.763154
DO50452	0.303335	0.361847	0.156647	-0.0338131	-0.644836
DO50453	0.299912	0.34282	0.133205	-0.111626	-0.568669
DO50454	0.128067	0.226301	0.0875554	0.00693966	-0.473643
